,userId,movieId,rating,timestamp
17994,113,779,3.0,980051988
47379,307,6025,1.0,1186260161
13419,86,1265,4.0,1344083247
62064,411,275,1.0,835533382
93086,599,1339,2.5,1498517659
52903,347,344,3.0,847645591
25585,177,54272,3.0,1435524789
96692,603,2577,3.0,963176277
69121,448,2949,4.0,1091351325
75838,477,6482,0.5,1200948658
80309,506,55052,3.0,1424486995
86850,561,4848,2.0,1491095296
87329,563,914,4.0,1439932656
54210,357,1059,4.5,1348627227
47966,310,3254,2.5,1078649306
39011,268,2641,3.0,940194450
43174,289,708,3.0,1143424616
58777,382,68554,3.5,1515248228
17547,111,47610,3.5,1516143261
3350,21,4446,3.5,1412967924
95800,600,27611,1.0,1237712756
58718,382,34048,4.5,1515171073
16308,105,2495,5.0,1448214504
53734,354,3996,4.0,1200870204
78028,484,1821,3.0,1342228225
44329,294,3108,5.0,966595639
47369,307,5943,0.5,1186172683
63591,414,4039,3.0,991144889
23884,166,527,4.5,1188926239
68407,444,500,3.0,839311804
46670,306,86833,4.0,1518380146
56413,373,288,3.0,846829968
81528,516,4349,4.0,994625189
36722,249,6333,3.5,1346847614
75788,477,4993,4.5,1200939842
89083,577,912,5.0,945966109
76965,480,36537,4.0,1179163627
41031,277,719,4.0,861812947
74332,474,4720,3.5,1053021447
3147,20,4366,1.5,1054038539
33012,225,2003,3.0,949111472
34126,232,5106,1.5,1218171143
100723,610,116668,4.5,1493848930
69427,448,5110,4.0,1082793481
64797,414,79091,3.5,1511535659
60169,387,33834,3.0,1166386051
18565,119,3793,4.0,1435944274
61491,405,7123,3.5,1299385821
50686,328,457,2.5,1494211334
28588,199,260,4.0,1022970258
29023,200,1894,1.0,1229889198
76468,480,2005,4.5,1179162005
79814,497,1704,3.0,1429127156
14759,93,761,4.0,942946677
67220,434,4022,3.0,1270604850
47791,308,33615,1.0,1421375259
12478,79,377,4.0,975282070
38427,263,8014,4.5,1090948309
13987,89,136355,5.0,1520409066
53038,350,719,3.0,864941080
61559,407,2028,4.0,1424349622
39708,274,2860,3.5,1172007713
90468,588,480,3.0,839316241
7067,48,1527,4.0,1127128838
24870,176,161,4.0,840108983
3656,21,164909,3.5,1500702132
62435,414,322,5.0,961517791
6242,42,3646,3.0,996213160
83667,534,2174,4.5,1459787997
13553,89,356,0.5,1520408275
76365,480,1193,3.5,1179160200
29334,201,1909,5.0,941211343
8822,62,1653,5.0,1521489167
24566,169,6874,3.0,1070250060
84356,541,318,4.0,835642969
48718,315,1201,3.0,939922322
63925,414,5364,3.5,1074530440
61594,408,1517,4.0,1468253333
90667,590,1203,5.0,1258416446
11357,68,54272,3.0,1198454702
8487,57,3632,4.0,965796405
22864,156,1683,5.0,939842984
23740,163,1407,3.0,894217532
2196,18,97938,3.0,1455051126
17167,109,481,3.0,841109838
31537,219,112,3.5,1195349033
36403,249,367,4.0,1354107372
93827,599,4214,2.5,1498514758
53655,354,1584,4.0,1200870455
67313,435,48,4.0,1366675847
69069,448,2640,3.0,1019124354
49820,318,138036,3.0,1453137056
92774,599,366,1.5,1519186172
50764,328,1961,2.0,1494211180
55343,367,3743,3.0,997812510
26437,182,2126,3.5,1055150936
93342,599,2243,2.5,1519150429
38900,267,4011,5.0,997135751
34821,233,5418,4.0,1533296508
100190,610,45081,3.0,1493848150
47797,308,45722,3.0,1421375107
12126,74,6852,4.0,1207500025
46196,305,6377,5.0,1460135607
6710,45,2605,2.0,950718786
11967,73,101612,3.0,1464198045
56438,373,457,3.0,846829901
18968,122,6333,4.5,1461561626
31068,217,1081,5.0,955935417
5926,42,356,5.0,996218222
89362,580,589,4.0,1167790721
17137,109,344,2.0,841106402
16796,105,106100,4.5,1446572059
35903,244,1302,3.0,975075211
34251,232,7155,0.5,1085352933
24081,167,594,3.0,1154723252
32101,220,1240,4.5,1230055431
2120,18,60756,3.0,1455749449
22077,144,4973,4.0,1136812796
97347,605,65685,3.0,1277176749
60530,391,1220,5.0,1030824540
6374,43,356,5.0,848993693
39743,274,3147,3.5,1171943630
44178,294,1918,4.0,966597716
57900,380,88744,5.0,1493420738
45562,301,780,2.5,1211378362
11798,72,2427,4.5,1217323439
59012,385,364,3.0,865024570
48182,312,3698,3.0,1043176926
18094,113,3546,5.0,980307165
49893,319,122904,3.5,1461352191
25653,177,68793,4.0,1435837260
85489,555,1449,3.0,978746187
5831,41,81591,3.5,1458939555
80043,502,953,1.5,1111757227
86014,559,186,3.0,845476065
27346,186,924,5.0,1031079431
48174,312,3264,2.0,1043176364
90352,587,2144,4.0,953138576
3005,20,986,3.5,1054038204
3509,21,81845,3.5,1418846865
83400,528,85342,5.0,1391736410
32098,220,1206,5.0,1230061852
11478,68,69757,4.0,1267237664
90530,590,104,3.5,1258416985
78496,489,160,1.0,1334171163
95159,600,332,3.5,1237760768
58787,382,76293,3.5,1515249173
6154,42,2683,4.0,996214804
22273,149,2034,1.0,902085188
89207,577,3035,5.0,945966158
90035,585,32587,4.0,1307418348
13366,84,1414,4.0,858773205
36107,246,45517,4.0,1354125721
71644,462,1278,4.5,1121928493
19388,125,68954,4.0,1474481051
15941,103,168250,3.0,1522172079
53393,352,68954,4.0,1493674074
62181,412,1289,5.0,939114917
75808,477,5464,4.0,1200941143
12256,75,8360,4.0,1158982806
92943,599,885,2.0,1519352190
63355,414,3238,2.0,961436710
9296,63,4734,3.5,1443200739
64644,414,54503,4.0,1188919664
30606,214,83,3.0,853938185
18944,122,4027,5.0,1461561613
63864,414,5094,2.0,1044287079
37197,249,95309,4.5,1349995706
39393,274,1005,3.5,1172030063
26048,181,416,1.0,845470762
83633,534,1527,4.5,1459787997
63509,414,3788,3.5,1090788506
24115,167,1396,3.5,1154721626
96532,603,1805,2.0,963180003
40074,274,6702,2.0,1172110064
77105,482,474,3.5,1105396882
69765,448,59369,2.5,1476562414
56333,372,1374,3.0,874415902
48407,313,2043,2.0,1030475484
39694,274,2772,3.5,1227523831
72738,469,2300,4.0,965336863
53496,353,9,3.0,831940313
91269,591,2761,4.0,970524956
84444,542,2302,4.0,1163386568
83369,528,4886,3.5,1391736859
2390,19,551,5.0,965706163
28176,195,2012,3.0,974706168
36844,249,43871,3.0,1347318603
46396,305,69481,5.0,1460135920
15591,103,344,3.5,1431957046
4933,32,21,4.0,856737002
48401,313,2012,1.0,1030475254
84365,541,362,5.0,835643802
82841,525,5620,2.5,1476479779
73277,474,838,3.0,974668977
64576,414,49286,2.5,1199721825
24419,169,2017,4.0,1059427791
82615,525,34,3.0,1476480775
54039,356,7323,5.0,1229139783
50960,330,104,0.5,1285905407
84657,546,608,2.0,973588348
79209,490,78160,3.5,1328145350
36132,246,68237,4.5,1354126647
97771,606,2421,2.5,1171311778
70673,452,1079,5.0,1019585436
75603,477,1909,4.5,1200941349
95964,601,177765,4.5,1521397621
75826,477,6166,3.5,1201072628
58079,380,172881,3.5,1508436819
27089,183,1287,5.0,992331493
34255,232,7169,2.5,1182910552
60648,391,2628,1.0,1032647762
9895,64,8360,3.5,1161520171
21278,140,1950,4.0,1021898963
49113,318,1639,4.0,1515081848
32053,220,6,3.5,1230061735
69469,448,5530,2.5,1085130850
46898,307,1092,3.0,1186085918
61702,408,115210,4.0,1467371321
80605,509,31658,4.0,1435993676
76928,480,32598,2.5,1179164574
94897,599,97921,3.0,1498521872
28162,195,1732,4.0,974705986
40759,275,2144,4.0,1049077004
45514,300,6711,5.0,1425352017
36716,249,6058,3.0,1347887400
90575,590,520,3.0,1258419941
71944,462,90430,3.5,1384180887
33454,226,6936,4.0,1196229078
64099,414,6264,2.0,1095466524
18185,115,1241,1.0,957759878
55128,365,112852,3.0,1488332657
40665,275,1197,5.0,1049076865
9819,64,5299,4.5,1161521077
80789,509,96110,3.0,1435999020
1231,10,94070,4.5,1455357387
83705,534,3793,4.0,1459787998
82762,525,3301,3.5,1476479582
73985,474,3114,4.0,1002927941
51103,330,2324,5.0,1285904320
92594,597,3040,5.0,941640800
85984,559,1,5.0,865095758
16248,105,914,4.0,1448214363
79718,495,97921,5.0,1458636554
44709,298,2924,3.0,1449757422
4387,28,3105,2.5,1242031396
7816,52,31696,4.5,1468051945
61230,401,8961,4.0,1514346865
13646,89,4023,3.0,1520408456
28739,199,2028,4.0,940372462
84955,552,653,1.5,1111472945
38537,265,780,4.0,965315212
84408,541,597,3.0,835643317
23783,164,1587,3.0,999708350
77745,483,33794,4.0,1178293086
66914,432,4223,4.5,1328050311
54742,361,56775,4.0,1204047629
92141,596,166528,5.0,1535627386
80638,509,44191,4.0,1435993324
73594,474,1834,4.0,1002928499
40230,274,31193,3.5,1172269240
8461,57,3272,1.0,972175310
70753,452,2353,5.0,1019584545
94147,599,6548,1.5,1498504650
12307,76,1288,4.0,1439167369
61926,410,2184,5.0,990728374
83388,528,55721,5.0,1391734979
62362,414,159,2.0,961518394
13745,89,44851,5.0,1520409005
86029,559,296,3.0,845475789
89838,582,97913,3.0,1446794082
8715,59,3204,5.0,953610338
98434,606,50189,1.0,1177539642
95726,600,6350,4.5,1237764288
79808,497,908,3.0,1429127355
97306,605,40815,3.5,1277175603
62752,414,1246,4.0,961517395
29157,200,6708,3.0,1229887584
77380,483,1320,2.5,1215895327
43629,292,2762,4.0,1015374538
88282,570,805,3.5,1181476053
68982,448,2124,3.0,1019563464
28931,199,64614,3.5,1261363910
7605,51,2617,0.5,1230932189
41658,282,34162,4.5,1378495725
14623,91,5679,4.0,1112711734
71933,462,81932,4.5,1388249013
42545,288,2321,2.0,978471629
81011,512,185,3.0,841449335
40316,274,44731,2.0,1174355423
80160,503,93270,0.5,1335220004
72982,470,590,4.0,849074736
57356,380,4022,4.0,1494613082
29940,206,25,5.0,850763267
28724,199,1777,3.0,946223238
35070,234,3114,5.0,1004409347
64641,414,54272,4.0,1216149010
18578,119,4643,4.0,1435944492
89724,580,44022,3.5,1167792560
14108,90,1137,4.0,856354577
21460,140,4322,4.0,993208204
36179,247,223,3.0,1467665659
77056,480,49530,4.5,1179160904
59282,387,364,3.0,1094938483
95341,600,1517,3.0,1237711274
63828,414,4978,3.0,1023465634
19190,124,520,4.0,1336409551
55156,365,138210,1.5,1489796760
40594,275,260,4.0,1049078271
49781,318,116797,3.5,1426783823
9898,64,8464,4.0,1161520915
14075,90,58,5.0,856354071
22714,156,367,3.0,946799769
55350,367,3798,5.0,997813923
60843,393,3826,3.0,1430507545
80512,509,4993,5.0,1435992277
27034,182,7147,4.0,1085148199
25397,177,6888,2.5,1435526597
70301,448,118512,1.5,1483821302
100541,610,91630,4.5,1493846078
8166,57,924,5.0,965796656
72814,469,2872,5.0,965333863
81717,517,2987,0.5,1487954368
34429,232,36529,3.5,1218166003
17494,111,8533,2.5,1516141086
10899,68,3553,2.0,1275958275
17205,109,1032,3.0,841152033
12842,82,3253,3.5,1084463827
64563,414,48520,2.5,1216150324
63082,414,2302,5.0,961438373
82995,525,68358,3.0,1476475953
96482,603,1533,4.0,953925031
33257,226,2398,2.5,1096420024
13603,89,2324,4.5,1520408266
21855,141,115713,4.5,1513133067
62982,414,2035,3.0,1016114875
57905,380,91094,5.0,1493421151
57937,380,96737,5.0,1493420853
14048,89,170837,4.0,1520409007
42663,288,2805,2.0,978619022
76184,479,4241,1.0,1039362814
42392,288,1610,3.0,978465510
6248,42,3753,4.0,996212879
11936,73,79592,4.5,1464196228
67487,437,151,3.0,859721432
27172,184,108932,5.0,1537099275
80842,510,50,4.0,1141160526
58912,384,1258,4.0,994038410
84151,536,434,5.0,832839829
73465,474,1272,4.0,1092920253
87100,562,527,4.5,1368892205
95566,600,3174,3.0,1237763480
1308,11,1608,4.0,902154316
51115,330,2710,4.0,1285905349
3862,23,3265,4.5,1107163724
42304,288,1225,4.0,979163436
81036,512,480,4.0,841449335
8873,62,5618,5.0,1521488944
66294,427,1784,3.0,1053068853
40920,275,4848,4.0,1049077716
93531,599,2915,3.0,1519124802
59354,387,940,2.5,1094877263
50673,328,39,2.0,1494210780
33505,226,34162,3.5,1159220100
54620,359,55247,2.5,1196791300
52271,339,74458,5.0,1460182816
7938,54,150,3.0,830247106
37924,258,2762,4.5,1534892563
66975,432,8919,4.5,1335140199
34962,234,919,4.0,1004408886
20235,132,37729,3.5,1159428948
70059,448,95875,1.5,1375631183
64174,414,6628,2.0,1064942016
47848,309,1203,5.0,1086565028
72287,466,356,5.0,1439885221
19147,123,59315,4.0,1447292423
42278,288,1128,2.0,976138852
11858,73,8972,5.0,1464198831
8240,57,1288,5.0,965796302
4514,28,6934,3.5,1234516339
87652,564,106330,2.0,1478452434
24360,169,595,5.0,1059427515
41983,287,608,4.5,1110231586
93516,599,2819,2.5,1498518606
21783,141,5218,3.0,1513130419
19658,128,912,5.0,899032763
93678,599,3502,3.0,1498525440
10299,66,7143,4.5,1093747894
77662,483,6365,2.5,1181496621
56158,372,159,2.0,874416196
43812,292,65230,3.0,1245511545
49173,318,3006,4.0,1456621362
24601,170,185,3.0,840472895
37907,257,653,4.0,1141625534
83348,528,1213,4.0,1391735936
98304,606,25805,4.5,1171328279
57188,380,2403,5.0,1493473882
31589,219,733,3.5,1194681074
22703,156,223,4.0,946799354
53405,352,74789,4.0,1493674423
20938,139,5463,1.5,1453925100
100046,610,8376,3.0,1493847058
48079,312,1233,4.0,1043177108
100603,610,100163,3.0,1493847984
93949,599,4890,2.5,1498515030
11971,73,103141,4.5,1464196999
2202,18,99813,4.0,1473004463
31986,219,46965,4.0,1195699591
54104,356,57669,4.0,1229139813
6493,45,107,4.0,950726248
100058,610,8810,2.5,1493845547
87665,564,117590,5.0,1481817706
12967,83,750,3.5,1333843482
28774,199,2692,5.0,995165528
65791,424,1921,3.5,1457901918
11713,70,3543,4.0,1355184875
83538,533,1214,4.0,1424753977
52521,342,3824,2.0,1042821872
46550,305,112897,4.0,1460366487
43849,292,81845,4.0,1323631499
2519,19,1367,1.0,965706615
76821,480,6870,4.5,1179163060
26768,182,4247,2.5,1063282183
63451,414,3566,4.0,974736698
38870,267,1653,4.0,959807555
94020,599,5309,2.0,1498510179
73015,471,8961,3.5,1496671872
48501,313,3438,1.0,1030475485
99885,610,5128,2.0,1493847880
100591,610,98633,3.5,1479542454
11449,68,64839,4.0,1271544492
36628,249,3978,3.5,1356304324
77621,483,4963,4.0,1178215672
25551,177,47518,4.0,1435529993
62894,414,1711,5.0,961438476
17512,111,32598,3.0,1516152250
12213,75,1196,4.5,1158990239
63523,414,3836,5.0,965141917
41135,279,6874,3.0,1506394526
86194,560,1907,3.5,1469654145
18317,116,1721,4.0,1337199824
12095,74,4427,3.5,1207501692
2510,19,1333,3.0,965704881
82441,523,8861,5.0,1503126427
65308,419,296,5.0,1321659004
20377,135,587,4.0,1009691307
47666,307,55290,4.0,1203528186
35672,240,500,5.0,849122256
7049,47,145839,3.5,1496210199
78582,489,899,4.5,1333022736
183,1,2826,4.0,964980523
91259,591,2571,5.0,970524610
7872,52,62374,4.0,1468052136
22427,153,153,0.5,1525552655
99833,610,4450,1.0,1493847748
71742,462,3182,4.5,1201445784
88849,573,6502,4.5,1341797680
94889,599,96432,3.0,1519121778
63837,414,5004,3.0,1034001596
18325,116,2115,4.5,1337200069
42873,288,4008,3.5,1079984185
57053,380,1282,3.0,1494803608
37570,254,380,2.5,1180446432
56778,377,35836,4.5,1340342479
61911,410,1663,5.0,990910343
37900,257,7,1.0,1141625546
9733,64,3408,2.0,1161520761
68588,447,168,4.0,836961179
49129,318,2018,4.0,1346840927
57170,380,2273,4.0,1494803706
69607,448,8464,3.5,1122228632
31799,219,4262,2.5,1214043488
75064,474,33903,3.5,1238350447
90697,590,1266,4.5,1258421353
79348,492,711,3.0,863976287
74625,474,6547,2.5,1089387216
22928,156,2361,3.0,946799291
39882,274,4238,4.0,1285026576
97825,606,2870,4.0,1171760885
79828,497,6539,2.5,1429191384
16920,105,172793,5.0,1526208125
2812,19,2836,3.0,965706525
46870,307,858,4.5,1186160985
51283,331,31696,3.0,1537158257
12080,74,3246,4.0,1207501145
31225,217,2000,4.0,955942953
66863,432,1831,4.0,1335139897
80626,509,39435,3.0,1435996516
20741,137,590,3.5,1204859340
82566,524,912,3.0,851609191
54439,357,8950,4.0,1348610032
8441,57,3066,5.0,965799571
61889,410,1171,4.0,990910479
76960,480,36477,4.0,1179163839
16186,104,56775,3.0,1332630156
8346,57,2140,4.0,965798703
69185,448,3361,4.0,1019127308
93083,599,1307,3.0,1498522106
15878,103,77427,0.5,1431956137
99735,610,3564,2.0,1493845744
92620,598,114265,5.0,1430616754
92962,599,931,3.0,1498522201
78394,488,922,3.0,1112382445
73636,474,1959,4.0,1105465745
25434,177,7445,3.0,1435524848
25814,178,318,5.0,1164355198
87071,561,122920,3.5,1491095413
10150,66,2401,4.0,1093748010
4653,28,51471,3.0,1234340433
83057,525,102903,4.0,1476476681
86958,561,52722,2.0,1491091648
14959,95,3070,3.0,1105401136
33340,226,3994,3.5,1095663174
33662,228,2571,4.5,1363222884
78897,489,5299,3.5,1332773434
41474,282,344,2.0,1378490475
97831,606,2942,3.0,1171926932
72121,464,4993,5.0,1275549389
1701,17,1198,4.5,1305696619
65852,424,45447,3.0,1457843932
31448,217,3274,3.0,956195125
44872,298,5620,0.5,1449592441
65653,422,1694,3.0,995235677
42842,288,3833,2.0,976139017
74827,474,7702,3.5,1087831882
36666,249,4718,3.5,1346754953
3250,21,743,4.0,1423422395
18447,117,500,4.0,844162892
49710,318,94150,4.0,1417279125
61716,409,39,4.0,968979119
23774,164,1200,5.0,999708195
31915,219,8781,2.5,1195699197
9257,63,2959,5.0,1443200442
27389,186,1391,4.0,1031080176
36595,249,3285,2.5,1354896241
54863,363,1246,4.0,1502584557
76895,480,8972,3.0,1179165360
62913,414,1801,2.0,961514407
8237,57,1284,5.0,965796495
27445,186,2532,4.0,1031080201
986,7,8870,3.5,1118025961
2503,19,1285,5.0,965706185
94596,599,50003,1.0,1519239921
83171,527,2,4.0,1033173338
25127,177,1961,5.0,1435720709
50745,328,1278,5.0,1494210603
29500,202,1201,5.0,974918508
89194,577,2640,4.0,945965795
8636,59,593,5.0,953610203
61286,402,315,4.0,849654509
77604,483,4356,3.5,1178293052
9817,64,5266,4.0,1161528870
25600,177,56757,3.5,1435525031
95331,600,1393,3.5,1237850723
74874,474,8167,4.0,1093267599
94587,599,48394,3.0,1498519823
58726,382,37741,4.5,1515172230
41284,280,1569,4.0,1348435606
32901,223,7541,3.5,1226209827
100725,610,116823,4.0,1493845570
5608,40,296,5.0,832058854
33146,226,1029,3.5,1114838696
58385,381,6754,3.0,1167543268
40658,275,1171,3.0,1049076638
88750,573,1407,4.5,1187044917
80082,503,481,4.0,1335214442
75167,474,49666,3.0,1201832959
90545,590,277,3.0,1258422344
84707,546,3957,3.0,973588665
91487,593,33493,3.0,1181007556
27615,187,1748,4.0,1161849626
58559,381,72733,4.0,1262898527
100276,610,55261,3.5,1479544300
75069,474,34359,4.0,1122323286
49609,318,76077,3.5,1325870125
83802,534,40815,4.0,1459787997
83617,534,798,4.0,1459788750
100489,610,84944,3.5,1493847274
94481,599,33725,3.5,1519459381
62440,414,337,4.0,961516939
72193,465,969,5.0,959896591
45373,298,103249,2.0,1449592963
53658,354,1625,3.5,1200869913
94975,599,115819,3.0,1498531519
12119,74,6440,3.5,1207502191
62504,414,477,3.5,1157472172
26391,182,1785,4.0,1054780874
47058,307,2190,2.0,1186258708
17237,110,2788,4.5,1175329840
17894,111,180265,4.5,1518661395
18981,122,8644,4.0,1461561518
18522,118,1104,4.0,944924487
59359,387,954,3.0,1094877024
90955,590,3639,2.5,1258427891
76968,480,37382,1.5,1179164520
51339,331,96079,4.0,1537158105
14997,95,5377,4.0,1048382853
37653,254,33166,4.0,1180564538
1466,15,2001,5.0,1299424826
8251,57,1375,3.0,965798397
59755,387,3536,2.5,1191214081
65487,420,2052,3.0,1218036709
63331,414,3142,4.0,961681597
30709,215,30749,4.0,1260908681
49443,318,48394,3.5,1422524550
40413,274,55118,4.0,1203473213
83477,531,2473,3.0,1032961599
40042,274,6287,2.0,1171759096
22334,151,780,3.0,855947195
37612,254,3988,3.0,1180445821
85995,559,58,4.0,865095758
55812,368,3638,2.0,975829609
72480,469,318,5.0,965662055
66266,426,60069,3.5,1451081210
91180,590,47099,3.5,1258418358
66608,428,5377,3.5,1111489257
77648,483,5690,3.5,1415579253
75384,476,317,3.0,835021494
26674,182,3752,3.0,1055156029
36109,246,48082,4.5,1354125174
20581,135,3763,4.0,1009693129
25118,177,1929,4.0,1435538921
94872,599,95182,4.0,1519132399
17328,111,2294,2.5,1518903905
2313,19,235,4.0,965705784
76990,480,40815,4.0,1179162145
12537,80,32,4.0,1377308186
97320,605,51024,3.5,1277176573
92541,597,2692,4.0,941730854
37667,254,45950,4.5,1180564559
20412,135,1214,4.0,1009694067
82096,520,3809,3.0,1326608017
86749,561,2404,3.0,1491094421
30656,215,1291,3.5,1260908593
74806,474,7414,2.5,1080568515
4953,32,224,4.0,856737388
12019,74,111,5.0,1207500396
8545,58,231,5.0,847718462
55246,367,1207,5.0,997811156
27504,186,4310,3.0,1031073177
94787,599,82459,3.0,1498523247
1905,18,1917,3.0,1455748548
81025,512,350,3.0,841449461
3917,24,1047,2.0,1458941870
24239,168,858,5.0,1306801724
57786,380,57669,5.0,1493420622
52385,340,165,4.0,848666356
28096,195,150,4.0,974709770
62160,412,1036,3.0,939114775
19154,123,79132,4.0,1447269091
61846,410,58,4.0,990807791
22841,156,1304,3.0,939854008
32775,222,63082,3.0,1391353440
11909,73,66097,1.5,1464198516
7799,52,3996,4.5,1468051567
16313,105,2712,4.5,1448647872
19684,129,160,3.5,1167377871
53148,351,60857,3.0,1328722820
30355,212,30707,4.0,1490115721
95528,600,2804,3.0,1237713192
77148,482,2468,3.5,1105396584
54633,360,1616,5.0,884997587
55019,365,56367,3.0,1488333585
2415,19,720,4.0,965708982
37853,256,72998,4.5,1446579764
55703,368,2531,2.0,971274067
73091,473,48385,3.5,1169351425
57699,380,42009,2.0,1494268117
62294,414,1,4.0,961438127
93523,599,2858,5.0,1498533774
71014,453,2762,4.0,972622637
19772,129,5502,4.0,1167376607
18630,119,55247,4.0,1436006088
98472,606,72603,3.0,1349083017
77569,483,3618,4.0,1272239252
87616,564,79592,4.0,1478453901
9172,63,296,5.0,1443201070
97271,605,7153,5.0,1277175635
24919,177,185,2.5,1435533725
56737,377,4294,5.0,1340342526
3260,21,1210,4.5,1417378078
26597,182,3182,3.0,1063904500
4242,28,590,4.0,1242290279
65569,420,44191,4.0,1218042036
32346,221,1220,4.5,1111175999
49869,319,588,5.0,1461351928
20274,133,253,2.0,843491249
94719,599,70286,3.0,1498523626
59778,387,3745,3.0,1095041350
54947,365,4027,3.0,1488333553
88328,570,1580,4.0,1181477315
99071,608,2617,4.0,1117504484
67940,438,4901,4.0,1105650175
90687,590,1247,4.0,1258421072
8531,58,165,4.0,847718433
61008,395,586,3.0,841503793
91627,594,2722,4.0,1108975337
96915,603,3552,2.0,963176689
94292,599,7988,2.0,1519369662
24442,169,2795,4.5,1059428155
64287,414,7381,2.0,1216151174
23226,160,1,4.0,971115026
99014,608,2134,1.0,1117505147
24427,169,2394,4.5,1059427669
97959,606,4109,4.0,1171578470
20332,134,590,5.0,832840928
19738,129,2959,4.0,1167376127
95894,601,3000,4.0,1521467860
27301,185,4995,5.0,1044311310
47512,307,8961,3.0,1186162113
34953,234,673,3.0,1004409244
56253,372,1033,2.0,874416661
6042,42,1485,4.0,996214731
40163,274,8528,3.5,1173041148
94861,599,93723,1.5,1519145934
96409,603,1265,5.0,954482210
84869,551,45186,4.0,1504926175
9935,64,34437,3.5,1161559905
47731,308,357,0.5,1421374367
74490,474,5694,1.5,1087832868
55492,368,798,2.0,971277040
10130,66,2001,3.5,1113188348
22666,155,2724,4.0,961862036
3601,21,112175,3.5,1418063384
25957,180,1213,4.5,1270237889
64051,414,5968,4.0,1040048560
53704,354,2710,3.0,1200870401
39012,268,2702,4.0,940173069
40213,274,27674,4.0,1172026568
16257,105,1172,4.0,1447574093
39692,274,2762,4.0,1171409964
84499,542,7451,4.5,1163388800
10036,66,849,3.5,1113190262
7088,48,6333,3.5,1127128894
11030,68,4969,3.0,1267237921
51698,334,1610,4.0,1234630256
71879,462,33639,3.5,1136822424
9911,64,8917,5.0,1161565608
56256,372,1042,2.0,874416949
84528,543,165,5.0,1377022834
67630,438,377,4.0,1105666157
42003,287,1407,2.5,1110231226
65015,415,909,4.5,1382470181
58140,381,594,2.0,1166972089
3050,20,2087,4.5,1054038136
18114,113,4109,1.0,980087693
50545,326,33660,4.5,1324921731
9479,64,365,4.0,1161566490
8631,59,480,3.0,953609415
89339,580,296,5.0,1167789886
4030,25,116797,5.0,1535470507
74834,474,7753,3.5,1136681855
57479,380,6016,4.0,1493423330
37575,254,590,4.0,1180446330
92255,597,1031,4.0,941640433
51154,330,4306,4.5,1285905149
88836,573,5445,4.5,1186722529
64005,414,5644,2.5,1168281459
93153,599,1544,2.5,1498516489
88799,573,3578,3.5,1186589637
28793,199,3035,4.0,946523712
16629,105,55721,4.0,1446572178
9960,65,36529,4.0,1494767337
17632,111,70183,3.0,1516151622
48553,313,4518,4.0,1030475717
36696,249,5449,3.0,1353800938
82402,522,104069,5.0,1399611200
53298,352,3751,3.0,1493673564
67698,438,1408,5.0,1105649763
